_previousMonth,_previousYear,Date,Investment Value,Type of structure,_valueConnector,Dollars
2013-02-01,2012-03-01,2013-03-01,Unadjusted - constant,Total institutional and governmental,5580489,5580489
2013-06-01,2012-07-01,2013-07-01,Unadjusted - constant,Total institutional and governmental,6474694,6474694
2013-07-01,2012-08-01,2013-08-01,Unadjusted - constant,Total institutional and governmental,6790101,6790101
2013-08-01,2012-09-01,2013-09-01,Unadjusted - constant,Total institutional and governmental,6665709,6665709
2013-09-01,2012-10-01,2013-10-01,Unadjusted - constant,Total institutional and governmental,7001913,7001913
2013-10-01,2012-11-01,2013-11-01,Unadjusted - constant,Total institutional and governmental,6644465,6644465
2013-11-01,2012-12-01,2013-12-01,Unadjusted - constant,Total institutional and governmental,6481180,6481180
2014-04-01,2013-05-01,2014-05-01,Unadjusted - constant,Total institutional and governmental,5948643,5948643
2014-05-01,2013-06-01,2014-06-01,Unadjusted - constant,Total institutional and governmental,6316292,6316292
2014-06-01,2013-07-01,2014-07-01,Unadjusted - constant,Total institutional and governmental,6378234,6378234
2014-07-01,2013-08-01,2014-08-01,Unadjusted - constant,Total institutional and governmental,6143321,6143321
2014-08-01,2013-09-01,2014-09-01,Unadjusted - constant,Total institutional and governmental,5628742,5628742
2014-09-01,2013-10-01,2014-10-01,Unadjusted - constant,Total institutional and governmental,5052967,5052967
2015-04-01,2014-05-01,2015-05-01,Unadjusted - constant,Total institutional and governmental,2833564,2833564
2015-05-01,2014-06-01,2015-06-01,Unadjusted - constant,Total institutional and governmental,2928795,2928795
2015-06-01,2014-07-01,2015-07-01,Unadjusted - constant,Total institutional and governmental,3055811,3055811
2015-07-01,2014-08-01,2015-08-01,Unadjusted - constant,Total institutional and governmental,3048865,3048865
2016-02-01,2015-03-01,2016-03-01,Unadjusted - constant,Total institutional and governmental,3046605,3046605
2016-03-01,2015-04-01,2016-04-01,Unadjusted - constant,Total institutional and governmental,3298559,3298559
2016-04-01,2015-05-01,2016-05-01,Unadjusted - constant,Total institutional and governmental,2840008,2840008
2016-05-01,2015-06-01,2016-06-01,Unadjusted - constant,Total institutional and governmental,3156630,3156630
2016-06-01,2015-07-01,2016-07-01,Unadjusted - constant,Total institutional and governmental,3226811,3226811
2016-07-01,2015-08-01,2016-08-01,Unadjusted - constant,Total institutional and governmental,3337973,3337973
2016-08-01,2015-09-01,2016-09-01,Unadjusted - constant,Total institutional and governmental,3152524,3152524
2016-09-01,2015-10-01,2016-10-01,Unadjusted - constant,Total institutional and governmental,3045406,3045406
2016-10-01,2015-11-01,2016-11-01,Unadjusted - constant,Total institutional and governmental,3102563,3102563
2016-11-01,2015-12-01,2016-12-01,Unadjusted - constant,Total institutional and governmental,2824385,2824385
2016-12-01,2016-01-01,2017-01-01,Unadjusted - constant,Total institutional and governmental,2599416,2599416
2017-01-01,2016-02-01,2017-02-01,Unadjusted - constant,Total institutional and governmental,3299061,3299061
2017-02-01,2016-03-01,2017-03-01,Unadjusted - constant,Total institutional and governmental,3423052,3423052
2017-03-01,2016-04-01,2017-04-01,Unadjusted - constant,Total institutional and governmental,3633347,3633347
2017-04-01,2016-05-01,2017-05-01,Unadjusted - constant,Total institutional and governmental,4274019,4274019
2017-05-01,2016-06-01,2017-06-01,Unadjusted - constant,Total institutional and governmental,4458446,4458446
2017-06-01,2016-07-01,2017-07-01,Unadjusted - constant,Total institutional and governmental,4883956,4883956
2017-07-01,2016-08-01,2017-08-01,Unadjusted - constant,Total institutional and governmental,5448353,5448353
2017-08-01,2016-09-01,2017-09-01,Unadjusted - constant,Total institutional and governmental,5849063,5849063
2018-01-01,2017-02-01,2018-02-01,Unadjusted - constant,Total institutional and governmental,4099682,4099682
2018-02-01,2017-03-01,2018-03-01,Unadjusted - constant,Total institutional and governmental,3856682,3856682
2018-03-01,2017-04-01,2018-04-01,Unadjusted - constant,Total institutional and governmental,3333972,3333972
2019-01-01,2018-02-01,2019-02-01,Unadjusted - constant,Total institutional and governmental,1837417,1837417
2019-02-01,2018-03-01,2019-03-01,Unadjusted - constant,Total institutional and governmental,1879334,1879334
2019-03-01,2018-04-01,2019-04-01,Unadjusted - constant,Total institutional and governmental,1926222,1926222
2019-04-01,2018-05-01,2019-05-01,Unadjusted - constant,Total institutional and governmental,1873284,1873284
2019-05-01,2018-06-01,2019-06-01,Unadjusted - constant,Total institutional and governmental,1882548,1882548
2019-06-01,2018-07-01,2019-07-01,Unadjusted - constant,Total institutional and governmental,1903475,1903475
2019-07-01,2018-08-01,2019-08-01,Unadjusted - constant,Total institutional and governmental,1680030,1680030
2019-08-01,2018-09-01,2019-09-01,Unadjusted - constant,Total institutional and governmental,1560995,1560995
2019-09-01,2018-10-01,2019-10-01,Unadjusted - constant,Total institutional and governmental,1449559,1449559
2019-10-01,2018-11-01,2019-11-01,Unadjusted - constant,Total institutional and governmental,1120234,1120234
2020-02-01,2019-03-01,2020-03-01,Unadjusted - constant,Total institutional and governmental,754115,754115
2020-03-01,2019-04-01,2020-04-01,Unadjusted - constant,Total institutional and governmental,873426,873426
2020-04-01,2019-05-01,2020-05-01,Unadjusted - constant,Total institutional and governmental,1140340,1140340
2020-09-01,2019-10-01,2020-10-01,Unadjusted - constant,Total institutional and governmental,1859591,1859591
2020-10-01,2019-11-01,2020-11-01,Unadjusted - constant,Total institutional and governmental,2536421,2536421
2020-11-01,2019-12-01,2020-12-01,Unadjusted - constant,Total institutional and governmental,2628477,2628477
2020-12-01,2020-01-01,2021-01-01,Unadjusted - constant,Total institutional and governmental,2689129,2689129
2021-01-01,2020-02-01,2021-02-01,Unadjusted - constant,Total institutional and governmental,2582984,2582984
2021-02-01,2020-03-01,2021-03-01,Unadjusted - constant,Total institutional and governmental,2560904,2560904
2021-03-01,2020-04-01,2021-04-01,Unadjusted - constant,Total institutional and governmental,2436231,2436231
2021-04-01,2020-05-01,2021-05-01,Unadjusted - constant,Total institutional and governmental,2458970,2458970
2021-05-01,2020-06-01,2021-06-01,Unadjusted - constant,Total institutional and governmental,2750534,2750534
2021-07-01,2020-08-01,2021-08-01,Unadjusted - constant,Total institutional and governmental,2710310,2710310
2021-08-01,2020-09-01,2021-09-01,Unadjusted - constant,Total institutional and governmental,2433637,2433637
2021-09-01,2020-10-01,2021-10-01,Unadjusted - constant,Total institutional and governmental,2429154,2429154
2021-10-01,2020-11-01,2021-11-01,Unadjusted - constant,Total institutional and governmental,2443575,2443575
2021-11-01,2020-12-01,2021-12-01,Unadjusted - constant,Total institutional and governmental,2345464,2345464
2021-12-01,2021-01-01,2022-01-01,Unadjusted - constant,Total institutional and governmental,2825100,2825100
2022-01-01,2021-02-01,2022-02-01,Unadjusted - constant,Total institutional and governmental,2647599,2647599
2010-08-01,2009-09-01,2010-09-01,Unadjusted - current,Total institutional and governmental,6723263,6723263
2010-09-01,2009-10-01,2010-10-01,Unadjusted - current,Total institutional and governmental,6602795,6602795
2010-10-01,2009-11-01,2010-11-01,Unadjusted - current,Total institutional and governmental,6345386,6345386
2010-11-01,2009-12-01,2010-12-01,Unadjusted - current,Total institutional and governmental,6580367,6580367
2010-12-01,2010-01-01,2011-01-01,Unadjusted - current,Total institutional and governmental,6111306,6111306
2011-01-01,2010-02-01,2011-02-01,Unadjusted - current,Total institutional and governmental,5737308,5737308
2011-02-01,2010-03-01,2011-03-01,Unadjusted - current,Total institutional and governmental,5189730,5189730
2011-03-01,2010-04-01,2011-04-01,Unadjusted - current,Total institutional and governmental,5065710,5065710
2011-04-01,2010-05-01,2011-05-01,Unadjusted - current,Total institutional and governmental,4806253,4806253
2011-05-01,2010-06-01,2011-06-01,Unadjusted - current,Total institutional and governmental,5576530,5576530
2011-06-01,2010-07-01,2011-07-01,Unadjusted - current,Total institutional and governmental,5663070,5663070
2011-07-01,2010-08-01,2011-08-01,Unadjusted - current,Total institutional and governmental,6259952,6259952
2011-08-01,2010-09-01,2011-09-01,Unadjusted - current,Total institutional and governmental,7545202,7545202
2011-09-01,2010-10-01,2011-10-01,Unadjusted - current,Total institutional and governmental,8109894,8109894
2011-10-01,2010-11-01,2011-11-01,Unadjusted - current,Total institutional and governmental,6794646,6794646
2012-12-01,2012-01-01,2013-01-01,Unadjusted - current,Total institutional and governmental,6763175,6763175
2013-01-01,2012-02-01,2013-02-01,Unadjusted - current,Total institutional and governmental,6231766,6231766
2013-02-01,2012-03-01,2013-03-01,Unadjusted - current,Total institutional and governmental,5619552,5619552
2013-06-01,2012-07-01,2013-07-01,Unadjusted - current,Total institutional and governmental,6565340,6565340
2013-07-01,2012-08-01,2013-08-01,Unadjusted - current,Total institutional and governmental,6885163,6885163
2013-08-01,2012-09-01,2013-09-01,Unadjusted - current,Total institutional and governmental,6759028,6759028
2013-09-01,2012-10-01,2013-10-01,Unadjusted - current,Total institutional and governmental,7099940,7099940
2013-10-01,2012-11-01,2013-11-01,Unadjusted - current,Total institutional and governmental,6737488,6737488
2013-11-01,2012-12-01,2013-12-01,Unadjusted - current,Total institutional and governmental,6571916,6571916
2014-04-01,2013-05-01,2014-05-01,Unadjusted - current,Total institutional and governmental,6144949,6144949
2014-05-01,2013-06-01,2014-06-01,Unadjusted - current,Total institutional and governmental,6524729,6524729
2014-06-01,2013-07-01,2014-07-01,Unadjusted - current,Total institutional and governmental,6601472,6601472
2014-07-01,2013-08-01,2014-08-01,Unadjusted - current,Total institutional and governmental,6358338,6358338
2014-08-01,2013-09-01,2014-09-01,Unadjusted - current,Total institutional and governmental,5825748,5825748
2014-09-01,2013-10-01,2014-10-01,Unadjusted - current,Total institutional and governmental,5224768,5224768
2015-04-01,2014-05-01,2015-05-01,Unadjusted - current,Total institutional and governmental,2961074,2961074
2015-05-01,2014-06-01,2015-06-01,Unadjusted - current,Total institutional and governmental,3060591,3060591
2015-06-01,2014-07-01,2015-07-01,Unadjusted - current,Total institutional and governmental,3205545,3205545
2015-07-01,2014-08-01,2015-08-01,Unadjusted - current,Total institutional and governmental,3198260,3198260
2016-02-01,2015-03-01,2016-03-01,Unadjusted - current,Total institutional and governmental,3201982,3201982
2016-03-01,2015-04-01,2016-04-01,Unadjusted - current,Total institutional and governmental,3483278,3483278
2016-04-01,2015-05-01,2016-05-01,Unadjusted - current,Total institutional and governmental,2999048,2999048
2016-05-01,2015-06-01,2016-06-01,Unadjusted - current,Total institutional and governmental,3333402,3333402
2016-06-01,2015-07-01,2016-07-01,Unadjusted - current,Total institutional and governmental,3410739,3410739
2016-07-01,2015-08-01,2016-08-01,Unadjusted - current,Total institutional and governmental,3528237,3528237
2016-08-01,2015-09-01,2016-09-01,Unadjusted - current,Total institutional and governmental,3332218,3332218
2016-09-01,2015-10-01,2016-10-01,Unadjusted - current,Total institutional and governmental,3218995,3218995
2016-10-01,2015-11-01,2016-11-01,Unadjusted - current,Total institutional and governmental,3279409,3279409
2016-11-01,2015-12-01,2016-12-01,Unadjusted - current,Total institutional and governmental,2985374,2985374
2016-12-01,2016-01-01,2017-01-01,Unadjusted - current,Total institutional and governmental,2761763,2761763
2017-01-01,2016-02-01,2017-02-01,Unadjusted - current,Total institutional and governmental,3505104,3505104
2017-02-01,2016-03-01,2017-03-01,Unadjusted - current,Total institutional and governmental,3636839,3636839
2017-03-01,2016-04-01,2017-04-01,Unadjusted - current,Total institutional and governmental,3868019,3868019
2017-04-01,2016-05-01,2017-05-01,Unadjusted - current,Total institutional and governmental,4550071,4550071
2017-05-01,2016-06-01,2017-06-01,Unadjusted - current,Total institutional and governmental,4746410,4746410
2017-06-01,2016-07-01,2017-07-01,Unadjusted - current,Total institutional and governmental,5209823,5209823
2017-07-01,2016-08-01,2017-08-01,Unadjusted - current,Total institutional and governmental,5811878,5811878
2017-08-01,2016-09-01,2017-09-01,Unadjusted - current,Total institutional and governmental,6239324,6239324
2018-01-01,2017-02-01,2018-02-01,Unadjusted - current,Total institutional and governmental,4430072,4430072
2018-02-01,2017-03-01,2018-03-01,Unadjusted - current,Total institutional and governmental,4167490,4167490
2018-03-01,2017-04-01,2018-04-01,Unadjusted - current,Total institutional and governmental,3641775,3641775
2019-01-01,2018-02-01,2019-02-01,Unadjusted - current,Total institutional and governmental,2063893,2063893
2019-02-01,2018-03-01,2019-03-01,Unadjusted - current,Total institutional and governmental,2110978,2110978
2019-03-01,2018-04-01,2019-04-01,Unadjusted - current,Total institutional and governmental,2167754,2167754
2019-04-01,2018-05-01,2019-05-01,Unadjusted - current,Total institutional and governmental,2108179,2108179
2019-05-01,2018-06-01,2019-06-01,Unadjusted - current,Total institutional and governmental,2118604,2118604
2019-06-01,2018-07-01,2019-07-01,Unadjusted - current,Total institutional and governmental,2146215,2146215
2019-07-01,2018-08-01,2019-08-01,Unadjusted - current,Total institutional and governmental,1894275,1894275
2019-08-01,2018-09-01,2019-09-01,Unadjusted - current,Total institutional and governmental,1760061,1760061
2019-09-01,2018-10-01,2019-10-01,Unadjusted - current,Total institutional and governmental,1637506,1637506
2019-10-01,2018-11-01,2019-11-01,Unadjusted - current,Total institutional and governmental,1265482,1265482
2020-02-01,2019-03-01,2020-03-01,Unadjusted - current,Total institutional and governmental,855111,855111
2020-03-01,2019-04-01,2020-04-01,Unadjusted - current,Total institutional and governmental,995990,995990
2020-04-01,2019-05-01,2020-05-01,Unadjusted - current,Total institutional and governmental,1300359,1300359
2020-09-01,2019-10-01,2020-10-01,Unadjusted - current,Total institutional and governmental,2160212,2160212
2020-10-01,2019-11-01,2020-11-01,Unadjusted - current,Total institutional and governmental,2946459,2946459
2020-11-01,2019-12-01,2020-12-01,Unadjusted - current,Total institutional and governmental,3053397,3053397
2020-12-01,2020-01-01,2021-01-01,Unadjusted - current,Total institutional and governmental,3143934,3143934
2021-01-01,2020-02-01,2021-02-01,Unadjusted - current,Total institutional and governmental,3019836,3019836
2021-02-01,2020-03-01,2021-03-01,Unadjusted - current,Total institutional and governmental,2994022,2994022
2021-03-01,2020-04-01,2021-04-01,Unadjusted - current,Total institutional and governmental,2913234,2913234
2021-04-01,2020-05-01,2021-05-01,Unadjusted - current,Total institutional and governmental,2940424,2940424
2021-05-01,2020-06-01,2021-06-01,Unadjusted - current,Total institutional and governmental,3289076,3289076
2021-06-01,2020-07-01,2021-07-01,Unadjusted - current,Total institutional and governmental,3513376,3513376
2021-07-01,2020-08-01,2021-08-01,Unadjusted - current,Total institutional and governmental,3310363,3310363
2021-08-01,2020-09-01,2021-09-01,Unadjusted - current,Total institutional and governmental,2972436,2972436
2021-09-01,2020-10-01,2021-10-01,Unadjusted - current,Total institutional and governmental,3026559,3026559
2021-10-01,2020-11-01,2021-11-01,Unadjusted - current,Total institutional and governmental,3044526,3044526
2021-11-01,2020-12-01,2021-12-01,Unadjusted - current,Total institutional and governmental,2922287,2922287
2021-12-01,2021-01-01,2022-01-01,Unadjusted - current,Total institutional and governmental,3519880,3519880
2022-01-01,2021-02-01,2022-02-01,Unadjusted - current,Total institutional and governmental,3298726,3298726
2010-08-01,2009-09-01,2010-09-01,Seasonally adjusted - constant,Total residential,79753616,79753616
2010-09-01,2009-10-01,2010-10-01,Seasonally adjusted - constant,Total residential,80107079,80107079
2010-10-01,2009-11-01,2010-11-01,Seasonally adjusted - constant,Total residential,89297392,89297392
2010-11-01,2009-12-01,2010-12-01,Seasonally adjusted - constant,Total residential,94529176,94529176
2010-12-01,2010-01-01,2011-01-01,Seasonally adjusted - constant,Total residential,92536985,92536985
2011-01-01,2010-02-01,2011-02-01,Seasonally adjusted - constant,Total residential,84212954,84212954
2011-02-01,2010-03-01,2011-03-01,Seasonally adjusted - constant,Total residential,86108834,86108834
2011-03-01,2010-04-01,2011-04-01,Seasonally adjusted - constant,Total residential,100469679,100469679
2011-04-01,2010-05-01,2011-05-01,Seasonally adjusted - constant,Total residential,110237284,110237284
2011-05-01,2010-06-01,2011-06-01,Seasonally adjusted - constant,Total residential,99128341,99128341
2011-06-01,2010-07-01,2011-07-01,Seasonally adjusted - constant,Total residential,84751354,84751354
2011-07-01,2010-08-01,2011-08-01,Seasonally adjusted - constant,Total residential,82684246,82684246
2011-08-01,2010-09-01,2011-09-01,Seasonally adjusted - constant,Total residential,87416451,87416451
2011-09-01,2010-10-01,2011-10-01,Seasonally adjusted - constant,Total residential,99191956,99191956
2011-10-01,2010-11-01,2011-11-01,Seasonally adjusted - constant,Total residential,98745659,98745659
2012-12-01,2012-01-01,2013-01-01,Seasonally adjusted - constant,Total residential,91840313,91840313
2013-01-01,2012-02-01,2013-02-01,Seasonally adjusted - constant,Total residential,89106659,89106659
2013-02-01,2012-03-01,2013-03-01,Seasonally adjusted - constant,Total residential,121570007,121570007
2013-06-01,2012-07-01,2013-07-01,Seasonally adjusted - constant,Total residential,90412900,90412900
2013-07-01,2012-08-01,2013-08-01,Seasonally adjusted - constant,Total residential,80134597,80134597
2013-08-01,2012-09-01,2013-09-01,Seasonally adjusted - constant,Total residential,88672911,88672911
2013-09-01,2012-10-01,2013-10-01,Seasonally adjusted - constant,Total residential,74841758,74841758
2013-10-01,2012-11-01,2013-11-01,Seasonally adjusted - constant,Total residential,69601064,69601064
2013-11-01,2012-12-01,2013-12-01,Seasonally adjusted - constant,Total residential,62562045,62562045
2014-04-01,2013-05-01,2014-05-01,Seasonally adjusted - constant,Total residential,81013213,81013213
2014-05-01,2013-06-01,2014-06-01,Seasonally adjusted - constant,Total residential,74289864,74289864
2014-06-01,2013-07-01,2014-07-01,Seasonally adjusted - constant,Total residential,84861401,84861401
2014-07-01,2013-08-01,2014-08-01,Seasonally adjusted - constant,Total residential,101170867,101170867
2014-08-01,2013-09-01,2014-09-01,Seasonally adjusted - constant,Total residential,115288789,115288789
2014-09-01,2013-10-01,2014-10-01,Seasonally adjusted - constant,Total residential,108260583,108260583
2015-04-01,2014-05-01,2015-05-01,Seasonally adjusted - constant,Total residential,71035208,71035208
2015-05-01,2014-06-01,2015-06-01,Seasonally adjusted - constant,Total residential,82019245,82019245
2015-06-01,2014-07-01,2015-07-01,Seasonally adjusted - constant,Total residential,112805671,112805671
2015-07-01,2014-08-01,2015-08-01,Seasonally adjusted - constant,Total residential,138284660,138284660
2016-02-01,2015-03-01,2016-03-01,Seasonally adjusted - constant,Total residential,73093714,73093714
2016-03-01,2015-04-01,2016-04-01,Seasonally adjusted - constant,Total residential,80136683,80136683
2016-04-01,2015-05-01,2016-05-01,Seasonally adjusted - constant,Total residential,69014011,69014011
2016-05-01,2015-06-01,2016-06-01,Seasonally adjusted - constant,Total residential,81757624,81757624
2016-06-01,2015-07-01,2016-07-01,Seasonally adjusted - constant,Total residential,109068691,109068691
2016-07-01,2015-08-01,2016-08-01,Seasonally adjusted - constant,Total residential,102584051,102584051
2016-08-01,2015-09-01,2016-09-01,Seasonally adjusted - constant,Total residential,105977328,105977328
2016-09-01,2015-10-01,2016-10-01,Seasonally adjusted - constant,Total residential,90884055,90884055
2016-10-01,2015-11-01,2016-11-01,Seasonally adjusted - constant,Total residential,97287096,97287096
2016-11-01,2015-12-01,2016-12-01,Seasonally adjusted - constant,Total residential,104214771,104214771
2016-12-01,2016-01-01,2017-01-01,Seasonally adjusted - constant,Total residential,101019160,101019160
2017-01-01,2016-02-01,2017-02-01,Seasonally adjusted - constant,Total residential,104088951,104088951
2017-02-01,2016-03-01,2017-03-01,Seasonally adjusted - constant,Total residential,118305484,118305484
2017-03-01,2016-04-01,2017-04-01,Seasonally adjusted - constant,Total residential,115261881,115261881
2017-04-01,2016-05-01,2017-05-01,Seasonally adjusted - constant,Total residential,119161698,119161698
2017-05-01,2016-06-01,2017-06-01,Seasonally adjusted - constant,Total residential,113461685,113461685
2017-06-01,2016-07-01,2017-07-01,Seasonally adjusted - constant,Total residential,104155740,104155740
2017-07-01,2016-08-01,2017-08-01,Seasonally adjusted - constant,Total residential,84964238,84964238
2017-08-01,2016-09-01,2017-09-01,Seasonally adjusted - constant,Total residential,85206190,85206190
2018-01-01,2017-02-01,2018-02-01,Seasonally adjusted - constant,Total residential,102922321,102922321
2018-02-01,2017-03-01,2018-03-01,Seasonally adjusted - constant,Total residential,100811394,100811394
2018-03-01,2017-04-01,2018-04-01,Seasonally adjusted - constant,Total residential,96592882,96592882
2019-01-01,2018-02-01,2019-02-01,Seasonally adjusted - constant,Total residential,117671823,117671823
2019-02-01,2018-03-01,2019-03-01,Seasonally adjusted - constant,Total residential,135352849,135352849
2019-03-01,2018-04-01,2019-04-01,Seasonally adjusted - constant,Total residential,145595912,145595912
2019-04-01,2018-05-01,2019-05-01,Seasonally adjusted - constant,Total residential,126074697,126074697
2019-05-01,2018-06-01,2019-06-01,Seasonally adjusted - constant,Total residential,108865448,108865448
2019-06-01,2018-07-01,2019-07-01,Seasonally adjusted - constant,Total residential,120368838,120368838
2019-07-01,2018-08-01,2019-08-01,Seasonally adjusted - constant,Total residential,140282141,140282141
2019-08-01,2018-09-01,2019-09-01,Seasonally adjusted - constant,Total residential,124217417,124217417
2019-09-01,2018-10-01,2019-10-01,Seasonally adjusted - constant,Total residential,115131236,115131236
2019-10-01,2018-11-01,2019-11-01,Seasonally adjusted - constant,Total residential,114108098,114108098
2020-02-01,2019-03-01,2020-03-01,Seasonally adjusted - constant,Total residential,127595505,127595505
2020-03-01,2019-04-01,2020-04-01,Seasonally adjusted - constant,Total residential,102757987,102757987
2020-04-01,2019-05-01,2020-05-01,Seasonally adjusted - constant,Total residential,102547456,102547456
2020-09-01,2019-10-01,2020-10-01,Seasonally adjusted - constant,Total residential,107412515,107412515
2020-10-01,2019-11-01,2020-11-01,Seasonally adjusted - constant,Total residential,129423433,129423433
2020-11-01,2019-12-01,2020-12-01,Seasonally adjusted - constant,Total residential,166838101,166838101
2020-12-01,2020-01-01,2021-01-01,Seasonally adjusted - constant,Total residential,171465071,171465071
2021-01-01,2020-02-01,2021-02-01,Seasonally adjusted - constant,Total residential,143886467,143886467
2021-02-01,2020-03-01,2021-03-01,Seasonally adjusted - constant,Total residential,115965728,115965728
2021-07-01,2020-08-01,2021-08-01,Seasonally adjusted - constant,Total residential,96230781,96230781
2021-08-01,2020-09-01,2021-09-01,Seasonally adjusted - constant,Total residential,104123433,104123433
2021-09-01,2020-10-01,2021-10-01,Seasonally adjusted - constant,Total residential,111057843,111057843
2021-10-01,2020-11-01,2021-11-01,Seasonally adjusted - constant,Total residential,114357144,114357144
2021-11-01,2020-12-01,2021-12-01,Seasonally adjusted - constant,Total residential,137352229,137352229
2021-12-01,2021-01-01,2022-01-01,Seasonally adjusted - constant,Total residential,160185397,160185397
2022-01-01,2021-02-01,2022-02-01,Seasonally adjusted - constant,Total residential,156534172,156534172
2010-08-01,2009-09-01,2010-09-01,Seasonally adjusted - current,Total residential,76294327,76294327
2010-09-01,2009-10-01,2010-10-01,Seasonally adjusted - current,Total residential,76741034,76741034
2010-10-01,2009-11-01,2010-11-01,Seasonally adjusted - current,Total residential,85950081,85950081
2010-11-01,2009-12-01,2010-12-01,Seasonally adjusted - current,Total residential,91225135,91225135
2010-12-01,2010-01-01,2011-01-01,Seasonally adjusted - current,Total residential,89544468,89544468
2011-01-01,2010-02-01,2011-02-01,Seasonally adjusted - current,Total residential,81476077,81476077
2011-02-01,2010-03-01,2011-03-01,Seasonally adjusted - current,Total residential,83378821,83378821
2011-03-01,2010-04-01,2011-04-01,Seasonally adjusted - current,Total residential,97534199,97534199
2011-04-01,2010-05-01,2011-05-01,Seasonally adjusted - current,Total residential,107113731,107113731
2011-05-01,2010-06-01,2011-06-01,Seasonally adjusted - current,Total residential,96479713,96479713
2011-06-01,2010-07-01,2011-07-01,Seasonally adjusted - current,Total residential,82591393,82591393
2011-07-01,2010-08-01,2011-08-01,Seasonally adjusted - current,Total residential,80680685,80680685
2011-08-01,2010-09-01,2011-09-01,Seasonally adjusted - current,Total residential,85826800,85826800
2011-09-01,2010-10-01,2011-10-01,Seasonally adjusted - current,Total residential,97506029,97506029
2011-10-01,2010-11-01,2011-11-01,Seasonally adjusted - current,Total residential,96971239,96971239
2012-12-01,2012-01-01,2013-01-01,Seasonally adjusted - current,Total residential,92897697,92897697
2013-01-01,2012-02-01,2013-02-01,Seasonally adjusted - current,Total residential,90450367,90450367
2013-02-01,2012-03-01,2013-03-01,Seasonally adjusted - current,Total residential,123788516,123788516
2013-06-01,2012-07-01,2013-07-01,Seasonally adjusted - current,Total residential,92490280,92490280
2013-07-01,2012-08-01,2013-08-01,Seasonally adjusted - current,Total residential,82092301,82092301
2013-08-01,2012-09-01,2013-09-01,Seasonally adjusted - current,Total residential,91099457,91099457
2013-09-01,2012-10-01,2013-10-01,Seasonally adjusted - current,Total residential,76999909,76999909
2013-10-01,2012-11-01,2013-11-01,Seasonally adjusted - current,Total residential,71595474,71595474
2013-11-01,2012-12-01,2013-12-01,Seasonally adjusted - current,Total residential,64287094,64287094
2014-04-01,2013-05-01,2014-05-01,Seasonally adjusted - current,Total residential,83438829,83438829
2014-05-01,2013-06-01,2014-06-01,Seasonally adjusted - current,Total residential,76565178,76565178
2014-06-01,2013-07-01,2014-07-01,Seasonally adjusted - current,Total residential,87414621,87414621
2014-07-01,2013-08-01,2014-08-01,Seasonally adjusted - current,Total residential,104287254,104287254
2014-08-01,2013-09-01,2014-09-01,Seasonally adjusted - current,Total residential,119082210,119082210
2014-09-01,2013-10-01,2014-10-01,Seasonally adjusted - current,Total residential,111808027,111808027
2015-04-01,2014-05-01,2015-05-01,Seasonally adjusted - current,Total residential,73920592,73920592
2015-05-01,2014-06-01,2015-06-01,Seasonally adjusted - current,Total residential,85560312,85560312
2015-06-01,2014-07-01,2015-07-01,Seasonally adjusted - current,Total residential,117459458,117459458
2015-07-01,2014-08-01,2015-08-01,Seasonally adjusted - current,Total residential,144150077,144150077
2016-02-01,2015-03-01,2016-03-01,Seasonally adjusted - current,Total residential,76276533,76276533
2016-03-01,2015-04-01,2016-04-01,Seasonally adjusted - current,Total residential,83432724,83432724
2016-04-01,2015-05-01,2016-05-01,Seasonally adjusted - current,Total residential,72012265,72012265
2016-05-01,2015-06-01,2016-06-01,Seasonally adjusted - current,Total residential,85483902,85483902
2016-06-01,2015-07-01,2016-07-01,Seasonally adjusted - current,Total residential,113909945,113909945
2016-07-01,2015-08-01,2016-08-01,Seasonally adjusted - current,Total residential,107306092,107306092
2016-08-01,2015-09-01,2016-09-01,Seasonally adjusted - current,Total residential,110877240,110877240
2016-09-01,2015-10-01,2016-10-01,Seasonally adjusted - current,Total residential,95005614,95005614
2016-10-01,2015-11-01,2016-11-01,Seasonally adjusted - current,Total residential,102277506,102277506
2016-11-01,2015-12-01,2016-12-01,Seasonally adjusted - current,Total residential,109769962,109769962
2016-12-01,2016-01-01,2017-01-01,Seasonally adjusted - current,Total residential,105218245,105218245
2017-01-01,2016-02-01,2017-02-01,Seasonally adjusted - current,Total residential,108877169,108877169
2017-02-01,2016-03-01,2017-03-01,Seasonally adjusted - current,Total residential,124201625,124201625
2017-03-01,2016-04-01,2017-04-01,Seasonally adjusted - current,Total residential,121541101,121541101
2017-04-01,2016-05-01,2017-05-01,Seasonally adjusted - current,Total residential,125783222,125783222
2017-05-01,2016-06-01,2017-06-01,Seasonally adjusted - current,Total residential,120031071,120031071
2017-06-01,2016-07-01,2017-07-01,Seasonally adjusted - current,Total residential,111424808,111424808
2017-07-01,2016-08-01,2017-08-01,Seasonally adjusted - current,Total residential,91140981,91140981
2017-08-01,2016-09-01,2017-09-01,Seasonally adjusted - current,Total residential,91704507,91704507
2018-01-01,2017-02-01,2018-02-01,Seasonally adjusted - current,Total residential,113638207,113638207
2018-02-01,2017-03-01,2018-03-01,Seasonally adjusted - current,Total residential,111625013,111625013
2018-03-01,2017-04-01,2018-04-01,Seasonally adjusted - current,Total residential,108103562,108103562
2019-01-01,2018-02-01,2019-02-01,Seasonally adjusted - current,Total residential,134988895,134988895
