_previousMonth,_previousYear,Date,Industry (NAICS),_changeCalc,_valueConnector,Persons
February 2019,March 2018,2019-03-01,Public administration,12,16800,16800
March 2019,April 2018,2019-04-01,Public administration,12,16800,16800
April 2019,May 2018,2019-05-01,Public administration,12,16800,16800
May 2019,June 2018,2019-06-01,Public administration,12,17000,17000
June 2019,July 2018,2019-07-01,Public administration,12,17400,17400
July 2019,August 2018,2019-08-01,Public administration,12,17700,17700
August 2019,September 2018,2019-09-01,Public administration,12,17800,17800
September 2019,October 2018,2019-10-01,Public administration,12,18000,18000
October 2019,November 2018,2019-11-01,Public administration,12,17500,17500
November 2019,December 2018,2019-12-01,Public administration,12,16900,16900
December 2019,January 2019,2020-01-01,Public administration,12,16400,16400
January 2020,February 2019,2020-02-01,Public administration,12,16500,16500
February 2020,March 2019,2020-03-01,Public administration,12,17000,17000
March 2020,April 2019,2020-04-01,Public administration,12,17000,17000
April 2020,May 2019,2020-05-01,Public administration,12,18000,18000
May 2020,June 2019,2020-06-01,Public administration,12,18300,18300
June 2020,July 2019,2020-07-01,Public administration,12,19100,19100
July 2020,August 2019,2020-08-01,Public administration,12,18500,18500
August 2020,September 2019,2020-09-01,Public administration,12,18500,18500
September 2020,October 2019,2020-10-01,Public administration,12,18400,18400
October 2020,November 2019,2020-11-01,Public administration,12,18700,18700
November 2020,December 2019,2020-12-01,Public administration,12,18900,18900
December 2020,January 2020,2021-01-01,Public administration,12,18800,18800
January 2021,February 2020,2021-02-01,Public administration,12,18600,18600
February 2021,March 2020,2021-03-01,Public administration,12,18600,18600
March 2021,April 2020,2021-04-01,Public administration,12,18500,18500
April 2021,May 2020,2021-05-01,Public administration,12,18600,18600
May 2021,June 2020,2021-06-01,Public administration,12,18500,18500
June 2021,July 2020,2021-07-01,Public administration,12,18500,18500
July 2021,August 2020,2021-08-01,Public administration,12,18600,18600
August 2021,September 2020,2021-09-01,Public administration,12,18500,18500
April 2006,May 2005,2006-05-01,Wholesale and retail trade,12,36600,36600
May 2006,June 2005,2006-06-01,Wholesale and retail trade,12,37700,37700
June 2006,July 2005,2006-07-01,Wholesale and retail trade,12,37500,37500
July 2006,August 2005,2006-08-01,Wholesale and retail trade,12,37600,37600
August 2006,September 2005,2006-09-01,Wholesale and retail trade,12,36000,36000
September 2006,October 2005,2006-10-01,Wholesale and retail trade,12,35900,35900
October 2006,November 2005,2006-11-01,Wholesale and retail trade,12,35100,35100
November 2006,December 2005,2006-12-01,Wholesale and retail trade,12,36200,36200
December 2006,January 2006,2007-01-01,Wholesale and retail trade,12,35500,35500
January 2007,February 2006,2007-02-01,Wholesale and retail trade,12,34500,34500
February 2007,March 2006,2007-03-01,Wholesale and retail trade,12,33800,33800
March 2007,April 2006,2007-04-01,Wholesale and retail trade,12,34400,34400
April 2007,May 2006,2007-05-01,Wholesale and retail trade,12,35500,35500
May 2007,June 2006,2007-06-01,Wholesale and retail trade,12,35900,35900
June 2007,July 2006,2007-07-01,Wholesale and retail trade,12,36600,36600
July 2007,August 2006,2007-08-01,Wholesale and retail trade,12,35700,35700
August 2007,September 2006,2007-09-01,Wholesale and retail trade,12,33900,33900
September 2007,October 2006,2007-10-01,Wholesale and retail trade,12,33000,33000
October 2007,November 2006,2007-11-01,Wholesale and retail trade,12,32600,32600
November 2007,December 2006,2007-12-01,Wholesale and retail trade,12,33900,33900
December 2007,January 2007,2008-01-01,Wholesale and retail trade,12,34300,34300
January 2008,February 2007,2008-02-01,Wholesale and retail trade,12,36000,36000
February 2008,March 2007,2008-03-01,Wholesale and retail trade,12,36100,36100
March 2008,April 2007,2008-04-01,Wholesale and retail trade,12,36600,36600
April 2008,May 2007,2008-05-01,Wholesale and retail trade,12,35700,35700
May 2008,June 2007,2008-06-01,Wholesale and retail trade,12,34900,34900
June 2008,July 2007,2008-07-01,Wholesale and retail trade,12,33300,33300
July 2008,August 2007,2008-08-01,Wholesale and retail trade,12,32500,32500
August 2008,September 2007,2008-09-01,Wholesale and retail trade,12,32300,32300
September 2008,October 2007,2008-10-01,Wholesale and retail trade,12,32900,32900
October 2008,November 2007,2008-11-01,Wholesale and retail trade,12,33400,33400
November 2008,December 2007,2008-12-01,Wholesale and retail trade,12,33600,33600
December 2008,January 2008,2009-01-01,Wholesale and retail trade,12,32900,32900
January 2009,February 2008,2009-02-01,Wholesale and retail trade,12,32600,32600
February 2009,March 2008,2009-03-01,Wholesale and retail trade,12,32700,32700
March 2009,April 2008,2009-04-01,Wholesale and retail trade,12,33400,33400
April 2009,May 2008,2009-05-01,Wholesale and retail trade,12,34400,34400
May 2009,June 2008,2009-06-01,Wholesale and retail trade,12,34800,34800
June 2009,July 2008,2009-07-01,Wholesale and retail trade,12,35700,35700
July 2009,August 2008,2009-08-01,Wholesale and retail trade,12,35300,35300
August 2009,September 2008,2009-09-01,Wholesale and retail trade,12,35600,35600
September 2009,October 2008,2009-10-01,Wholesale and retail trade,12,35100,35100
October 2009,November 2008,2009-11-01,Wholesale and retail trade,12,35200,35200
November 2009,December 2008,2009-12-01,Wholesale and retail trade,12,35100,35100
December 2009,January 2009,2010-01-01,Wholesale and retail trade,12,34600,34600
January 2010,February 2009,2010-02-01,Wholesale and retail trade,12,34700,34700
February 2010,March 2009,2010-03-01,Wholesale and retail trade,12,33800,33800
March 2010,April 2009,2010-04-01,Wholesale and retail trade,12,33400,33400
April 2010,May 2009,2010-05-01,Wholesale and retail trade,12,33400,33400
May 2010,June 2009,2010-06-01,Wholesale and retail trade,12,34000,34000
June 2010,July 2009,2010-07-01,Wholesale and retail trade,12,33700,33700
July 2010,August 2009,2010-08-01,Wholesale and retail trade,12,33100,33100
August 2010,September 2009,2010-09-01,Wholesale and retail trade,12,33100,33100
September 2010,October 2009,2010-10-01,Wholesale and retail trade,12,34200,34200
October 2010,November 2009,2010-11-01,Wholesale and retail trade,12,34900,34900
November 2010,December 2009,2010-12-01,Wholesale and retail trade,12,35400,35400
December 2010,January 2010,2011-01-01,Wholesale and retail trade,12,35200,35200
January 2011,February 2010,2011-02-01,Wholesale and retail trade,12,35800,35800
February 2011,March 2010,2011-03-01,Wholesale and retail trade,12,35600,35600
March 2011,April 2010,2011-04-01,Wholesale and retail trade,12,36400,36400
April 2011,May 2010,2011-05-01,Wholesale and retail trade,12,37100,37100
May 2011,June 2010,2011-06-01,Wholesale and retail trade,12,37800,37800
June 2011,July 2010,2011-07-01,Wholesale and retail trade,12,37800,37800
April 2006,May 2005,2006-05-01,Other services (except public administration),12,7400,7400
May 2006,June 2005,2006-06-01,Other services (except public administration),12,7800,7800
June 2006,July 2005,2006-07-01,Other services (except public administration),12,8400,8400
July 2006,August 2005,2006-08-01,Other services (except public administration),12,8600,8600
August 2006,September 2005,2006-09-01,Other services (except public administration),12,8400,8400
September 2006,October 2005,2006-10-01,Other services (except public administration),12,8100,8100
October 2006,November 2005,2006-11-01,Other services (except public administration),12,8200,8200
November 2006,December 2005,2006-12-01,Other services (except public administration),12,8500,8500
December 2006,January 2006,2007-01-01,Other services (except public administration),12,8700,8700
January 2007,February 2006,2007-02-01,Other services (except public administration),12,9000,9000
February 2007,March 2006,2007-03-01,Other services (except public administration),12,9200,9200
March 2007,April 2006,2007-04-01,Other services (except public administration),12,9700,9700
April 2007,May 2006,2007-05-01,Other services (except public administration),12,10200,10200
May 2007,June 2006,2007-06-01,Other services (except public administration),12,10100,10100
